Sample in Buffer,Sample in Window,TRIGGER,design_1_i/tvalid_fir_gen_0_odata_q[15:0],design_1_i/tvalid_fir_gen_0_odata_i[15:0],user_probe_I[15:0],design_1_i/fir_compiler_2_m_axis_data_tdata[15:0],design_1_i/fir_compiler_1_m_axis_data_tdata[15:0],design_1_i/fir_compiler_0_m_axis_data_tdata[15:0],design_1_i/fir_compiler_3_m_axis_data_tdata[15:0],design_1_i/tvalid_fir_gen_0_tvalid,design_1_i/tvalid_fir_gen_1_tvalid
Radix - UNSIGNED,UNSIGNED,UNSIGNED,SIGNED,SIGNED,SIGNED,SIGNED,SIGNED,SIGNED,SIGNED,HEX,HEX
3593,3593,0,-49,-51,-51,115,-307,12,52,0,0
3594,3594,0,-49,-51,-51,115,-307,12,52,0,0
3595,3595,0,-49,-51,-51,115,-220,35,52,0,1
3596,3596,0,-49,-51,-51,115,-220,35,52,0,0
3597,3597,0,-49,-51,-51,115,-220,35,52,0,0
3598,3598,0,-49,-51,-51,27,-220,35,42,0,0
3599,3599,0,-20,71,71,27,-220,35,42,1,0
3600,3600,0,-20,71,71,27,-55,44,42,0,1
3601,3601,0,-20,71,71,27,-55,44,42,0,0
3602,3602,0,-20,71,71,27,-55,44,42,0,0
3603,3603,0,-20,71,71,27,-55,44,42,0,0
3604,3604,0,-20,71,71,27,91,19,42,0,1
3605,3605,0,-20,71,71,27,91,19,42,0,0
3606,3606,0,-20,71,71,27,91,19,42,0,0
3607,3607,0,-20,71,71,-44,91,19,-8,0,0
3608,3608,0,-38,-116,-116,-44,91,19,-8,1,0
3609,3609,0,-38,-116,-116,-44,146,-32,-8,0,1
3610,3610,0,-38,-116,-116,-44,146,-32,-8,0,0
3611,3611,0,-38,-116,-116,-44,146,-32,-8,0,0
3612,3612,0,-38,-116,-116,-44,146,-32,-8,0,0
3613,3613,0,-38,-116,-116,-44,104,-69,-8,0,1
3614,3614,0,-38,-116,-116,-44,104,-69,-8,0,0
3615,3615,0,-38,-116,-116,-44,104,-69,-8,0,0
3616,3616,0,-38,-116,-116,-32,104,-69,-18,0,0
3617,3617,0,-106,-199,-199,-32,104,-69,-18,1,0
3618,3618,0,-106,-199,-199,-32,22,-63,-18,0,1
3619,3619,0,-106,-199,-199,-32,22,-63,-18,0,0
3620,3620,0,-106,-199,-199,-32,22,-63,-18,0,0
3621,3621,0,-106,-199,-199,-32,22,-63,-18,0,0
3622,3622,0,-106,-199,-199,-32,-33,-20,-18,0,1
3623,3623,0,-106,-199,-199,-32,-33,-20,-18,0,0
3624,3624,0,-106,-199,-199,-32,-33,-20,-18,0,0
3625,3625,0,-106,-199,-199,61,-33,-20,72,0,0
3626,3626,0,50,45,45,61,-33,-20,72,1,0
3627,3627,0,50,45,45,61,-28,26,72,0,1
3628,3628,0,50,45,45,61,-28,26,72,0,0
3629,3629,0,50,45,45,61,-28,26,72,0,0
3630,3630,0,50,45,45,61,-28,26,72,0,0
3631,3631,0,50,45,45,61,14,37,72,0,1
3632,3632,0,50,45,45,61,14,37,72,0,0
3633,3633,0,50,45,45,61,14,37,72,0,0
3634,3634,0,50,45,45,97,14,37,105,0,0
3635,3635,0,-9,50,50,97,14,37,105,1,0
3636,3636,0,-9,50,50,97,46,7,105,0,1
3637,3637,0,-9,50,50,97,46,7,105,0,0
3638,3638,0,-9,50,50,97,46,7,105,0,0
3639,3639,0,-9,50,50,97,46,7,105,0,0
3640,3640,0,-9,50,50,97,40,-36,105,0,1
3641,3641,0,-9,50,50,97,40,-36,105,0,0
3642,3642,0,-9,50,50,97,40,-36,105,0,0
3643,3643,0,-9,50,50,32,40,-36,-50,0,0
3644,3644,0,-302,-112,-112,32,40,-36,-50,1,0
3645,3645,0,-302,-112,-112,32,5,-52,-50,0,1
3646,3646,0,-302,-112,-112,32,5,-52,-50,0,0
3647,3647,0,-302,-112,-112,32,5,-52,-50,0,0
3648,3648,0,-302,-112,-112,32,5,-52,-50,0,0
3649,3649,0,-302,-112,-112,32,-25,-26,-50,0,1
3650,3650,0,-302,-112,-112,32,-25,-26,-50,0,0
3651,3651,0,-302,-112,-112,32,-25,-26,-50,0,0
3652,3652,0,-302,-112,-112,6,-25,-26,-153,0,0
3653,3653,0,19,63,63,6,-25,-26,-153,1,0
3654,3654,0,19,63,63,6,-27,18,-153,0,1
3655,3655,0,19,63,63,6,-27,18,-153,0,0
3656,3656,0,19,63,63,6,-27,18,-153,0,0
3657,3657,0,19,63,63,6,-27,18,-153,0,0
3658,3658,0,19,63,63,6,-10,36,-153,0,1
3659,3659,0,19,63,63,6,-10,36,-153,0,0
3660,3660,0,19,63,63,6,-10,36,-153,0,0
3661,3661,0,19,63,63,22,-10,36,-28,0,0
3662,3662,0,581,242,242,22,-10,36,-28,1,0
3663,3663,0,581,242,242,22,-2,4,-28,0,1
3664,3664,0,581,242,242,22,-2,4,-28,0,0
3665,3665,0,581,242,242,22,-2,4,-28,0,0
3666,3666,0,581,242,242,22,-2,4,-28,0,0
3667,3667,0,581,242,242,22,-19,-58,-28,0,1
3668,3668,0,581,242,242,22,-19,-58,-28,0,0
3669,3669,0,581,242,242,22,-19,-58,-28,0,0
3670,3670,0,581,242,242,-16,-19,-58,73,0,0
3671,3671,0,378,88,88,-16,-19,-58,73,1,0
3672,3672,0,378,88,88,-16,-46,-105,73,0,1
3673,3673,0,378,88,88,-16,-46,-105,73,0,0
3674,3674,0,378,88,88,-16,-46,-105,73,0,0
3675,3675,0,378,88,88,-16,-46,-105,73,0,0
3676,3676,0,378,88,88,-16,-53,-100,73,0,1
3677,3677,0,378,88,88,-16,-53,-100,73,0,0
3678,3678,0,378,88,88,-16,-53,-100,73,0,0
3679,3679,0,378,88,88,-32,-53,-100,11,0,0
3680,3680,0,26,-25,-25,-32,-53,-100,11,1,0
3681,3681,0,26,-25,-25,-32,-22,-43,11,0,1
3682,3682,0,26,-25,-25,-32,-22,-43,11,0,0
3683,3683,0,26,-25,-25,-32,-22,-43,11,0,0
3684,3684,0,26,-25,-25,-32,-22,-43,11,0,0
3685,3685,0,26,-25,-25,-32,25,23,11,0,1
3686,3686,0,26,-25,-25,-32,25,23,11,0,0
3687,3687,0,26,-25,-25,-32,25,23,11,0,0
3688,3688,0,26,-25,-25,13,25,23,-14,0,0
3689,3689,0,185,8,8,13,25,23,-14,1,0
3690,3690,0,185,8,8,13,41,51,-14,0,1
3691,3691,0,185,8,8,13,41,51,-14,0,0
3692,3692,0,185,8,8,13,41,51,-14,0,0
3693,3693,0,185,8,8,13,41,51,-14,0,0
3694,3694,0,185,8,8,13,-5,25,-14,0,1
3695,3695,0,185,8,8,13,-5,25,-14,0,0
3696,3696,0,185,8,8,13,-5,25,-14,0,0
3697,3697,0,185,8,8,3,-5,25,23,0,0
3698,3698,0,66,-30,-30,3,-5,25,23,1,0
3699,3699,0,66,-30,-30,3,-91,-27,23,0,1
3700,3700,0,66,-30,-30,3,-91,-27,23,0,0
3701,3701,0,66,-30,-30,3,-91,-27,23,0,0
3702,3702,0,66,-30,-30,3,-91,-27,23,0,0
3703,3703,0,66,-30,-30,3,-151,-56,23,0,1
3704,3704,0,66,-30,-30,3,-151,-56,23,0,0
3705,3705,0,66,-30,-30,3,-151,-56,23,0,0
3706,3706,0,66,-30,-30,-26,-151,-56,2,0,0
3707,3707,0,-363,-54,-54,-26,-151,-56,2,1,0
3708,3708,0,-363,-54,-54,-26,-121,-33,2,0,1
3709,3709,0,-363,-54,-54,-26,-121,-33,2,0,0
3710,3710,0,-363,-54,-54,-26,-121,-33,2,0,0
3711,3711,0,-363,-54,-54,-26,-121,-33,2,0,0
3712,3712,0,-363,-54,-54,-26,10,32,2,0,1
3713,3713,0,-363,-54,-54,-26,10,32,2,0,0
3714,3714,0,-363,-54,-54,-26,10,32,2,0,0
3715,3715,0,-363,-54,-54,9,10,32,-14,0,0
3716,3716,0,-162,-24,-24,9,10,32,-14,1,0
3717,3717,0,-162,-24,-24,9,178,96,-14,0,1
3718,3718,0,-162,-24,-24,9,178,96,-14,0,0
3719,3719,0,-162,-24,-24,9,178,96,-14,0,0
3720,3720,0,-162,-24,-24,9,178,96,-14,0,0
3721,3721,0,-162,-24,-24,9,291,121,-14,0,1
3722,3722,0,-162,-24,-24,9,291,121,-14,0,0
3723,3723,0,-162,-24,-24,9,291,121,-14,0,0
3724,3724,0,-162,-24,-24,2,291,121,-1,0,0
3725,3725,0,271,-25,-25,2,291,121,-1,1,0
3726,3726,0,271,-25,-25,2,289,96,-1,0,1
3727,3727,0,271,-25,-25,2,289,96,-1,0,0
3728,3728,0,271,-25,-25,2,289,96,-1,0,0
3729,3729,0,271,-25,-25,2,289,96,-1,0,0
3730,3730,0,271,-25,-25,2,189,44,-1,0,1
3731,3731,0,271,-25,-25,2,189,44,-1,0,0
3732,3732,0,271,-25,-25,2,189,44,-1,0,0
3733,3733,0,271,-25,-25,-53,189,44,-23,0,0
3734,3734,0,10,84,84,-53,189,44,-23,1,0
3735,3735,0,10,84,84,-53,71,1,-23,0,1
3736,3736,0,10,84,84,-53,71,1,-23,0,0
3737,3737,0,10,84,84,-53,71,1,-23,0,0
3738,3738,0,10,84,84,-53,71,1,-23,0,0
3739,3739,0,10,84,84,-53,13,-13,-23,0,1
3740,3740,0,10,84,84,-53,13,-13,-23,0,0
3741,3741,0,10,84,84,-53,13,-13,-23,0,0
3742,3742,0,10,84,84,-22,13,-13,-11,0,0
3743,3743,0,-467,255,255,-22,13,-13,-11,1,0
3744,3744,0,-467,255,255,-22,37,-5,-11,0,1
3745,3745,0,-467,255,255,-22,37,-5,-11,0,0
3746,3746,0,-467,255,255,-22,37,-5,-11,0,0
3747,3747,0,-467,255,255,-22,37,-5,-11,0,0
3748,3748,0,-467,255,255,-22,93,4,-11,0,1
3749,3749,0,-467,255,255,-22,93,4,-11,0,0
3750,3750,0,-467,255,255,-22,93,4,-11,0,0
3751,3751,0,-467,255,255,25,93,4,20,0,0
3752,3752,0,-428,132,132,25,93,4,20,1,0
3753,3753,0,-428,132,132,25,104,0,20,0,1
3754,3754,0,-428,132,132,25,104,0,20,0,0
3755,3755,0,-428,132,132,25,104,0,20,0,0
3756,3756,0,-428,132,132,25,104,0,20,0,0
3757,3757,0,-428,132,132,25,33,-15,20,0,1
3758,3758,0,-428,132,132,25,33,-15,20,0,0
3759,3759,0,-428,132,132,25,33,-15,20,0,0
3760,3760,0,-428,132,132,-13,33,-15,-45,0,0
3761,3761,0,-112,-253,-253,-13,33,-15,-45,1,0
3762,3762,0,-112,-253,-253,-13,-89,-27,-45,0,1
3763,3763,0,-112,-253,-253,-13,-89,-27,-45,0,0
3764,3764,0,-112,-253,-253,-13,-89,-27,-45,0,0
3765,3765,0,-112,-253,-253,-13,-89,-27,-45,0,0
3766,3766,0,-112,-253,-253,-13,-182,-27,-45,0,1
3767,3767,0,-112,-253,-253,-13,-182,-27,-45,0,0
3768,3768,0,-112,-253,-253,-13,-182,-27,-45,0,0
3769,3769,0,-112,-253,-253,-16,-182,-27,-60,0,0
3770,3770,0,21,-496,-496,-16,-182,-27,-60,1,0
3771,3771,0,21,-496,-496,-16,-180,-19,-60,0,1
3772,3772,0,21,-496,-496,-16,-180,-19,-60,0,0
3773,3773,0,21,-496,-496,-16,-180,-19,-60,0,0
3774,3774,0,21,-496,-496,-16,-180,-19,-60,0,0
3775,3775,0,21,-496,-496,-16,-81,-12,-60,0,1
3776,3776,0,21,-496,-496,-16,-81,-12,-60,0,0
3777,3777,0,21,-496,-496,-16,-81,-12,-60,0,0
3778,3778,0,21,-496,-496,48,-81,-12,89,0,0
3779,3779,0,-83,-409,-409,48,-81,-12,89,1,0
3780,3780,0,-83,-409,-409,48,53,-13,89,0,1
3781,3781,0,-83,-409,-409,48,53,-13,89,0,0
3782,3782,0,-83,-409,-409,48,53,-13,89,0,0
3783,3783,0,-83,-409,-409,48,53,-13,89,0,0
3784,3784,0,-83,-409,-409,48,136,-13,89,0,1
3785,3785,0,-83,-409,-409,48,136,-13,89,0,0
3786,3786,0,-83,-409,-409,48,136,-13,89,0,0
3787,3787,0,-83,-409,-409,48,136,-13,144,0,0
3788,3788,0,-161,-127,-127,48,136,-13,144,1,0
3789,3789,0,-161,-127,-127,48,115,3,144,0,1
3790,3790,0,-161,-127,-127,48,115,3,144,0,0
3791,3791,0,-161,-127,-127,48,115,3,144,0,0
3792,3792,0,-161,-127,-127,48,115,3,144,0,0
3793,3793,0,-161,-127,-127,48,5,42,144,0,1
3794,3794,0,-161,-127,-127,48,5,42,144,0,0
3795,3795,0,-161,-127,-127,48,5,42,144,0,0
3796,3796,0,-161,-127,-127,1,5,42,35,0,0
3797,3797,0,-10,34,34,1,5,42,35,1,0
3798,3798,0,-10,34,34,1,-134,92,35,0,1
3799,3799,0,-10,34,34,1,-134,92,35,0,0
3800,3800,0,-10,34,34,1,-134,92,35,0,0
3801,3801,0,-10,34,34,1,-134,92,35,0,0
3802,3802,0,-10,34,34,1,-234,128,35,0,1
3803,3803,0,-10,34,34,1,-234,128,35,0,0
3804,3804,0,-10,34,34,1,-234,128,35,0,0
3805,3805,0,-10,34,34,-3,-234,128,19,0,0
3806,3806,0,64,-123,-123,-3,-234,128,19,1,0
3807,3807,0,64,-123,-123,-3,-258,122,19,0,1
3808,3808,0,64,-123,-123,-3,-258,122,19,0,0
3809,3809,0,64,-123,-123,-3,-258,122,19,0,0
3810,3810,0,64,-123,-123,-3,-258,122,19,0,0
3811,3811,0,64,-123,-123,-3,-214,66,19,0,1
3812,3812,0,64,-123,-123,-3,-214,66,19,0,0
3813,3813,0,64,-123,-123,-3,-214,66,19,0,0
3814,3814,0,64,-123,-123,0,-214,66,52,0,0
3815,3815,0,-192,-296,-296,0,-214,66,52,1,0
3816,3816,0,-192,-296,-296,0,-134,-26,52,0,1
3817,3817,0,-192,-296,-296,0,-134,-26,52,0,0
3818,3818,0,-192,-296,-296,0,-134,-26,52,0,0
3819,3819,0,-192,-296,-296,0,-134,-26,52,0,0
3820,3820,0,-192,-296,-296,0,-56,-127,52,0,1
3821,3821,0,-192,-296,-296,0,-56,-127,52,0,0
3822,3822,0,-192,-296,-296,0,-56,-127,52,0,0
3823,3823,0,-192,-296,-296,-14,-56,-127,-44,0,0
3824,3824,0,-378,-63,-63,-14,-56,-127,-44,1,0
3825,3825,0,-378,-63,-63,-14,-5,-207,-44,0,1
3826,3826,0,-378,-63,-63,-14,-5,-207,-44,0,0
3827,3827,0,-378,-63,-63,-14,-5,-207,-44,0,0
3828,3828,0,-378,-63,-63,-14,-5,-207,-44,0,0
3829,3829,0,-378,-63,-63,-14,11,-248,-44,0,1
3830,3830,0,-378,-63,-63,-14,11,-248,-44,0,0
3831,3831,0,-378,-63,-63,-14,11,-248,-44,0,0
3832,3832,0,-378,-63,-63,-9,11,-248,-90,0,0
3833,3833,0,-267,302,302,-9,11,-248,-90,1,0
3834,3834,0,-267,302,302,-9,-6,-246,-90,0,1
3835,3835,0,-267,302,302,-9,-6,-246,-90,0,0
3836,3836,0,-267,302,302,-9,-6,-246,-90,0,0
3837,3837,0,-267,302,302,-9,-6,-246,-90,0,0
3838,3838,0,-267,302,302,-9,-42,-205,-90,0,1
3839,3839,0,-267,302,302,-9,-42,-205,-90,0,0
3840,3840,0,-267,302,302,-9,-42,-205,-90,0,0
3841,3841,0,-267,302,302,-7,-42,-205,27,0,0
3842,3842,0,-136,203,203,-7,-42,-205,27,1,0
3843,3843,0,-136,203,203,-7,-73,-137,27,0,1
3844,3844,0,-136,203,203,-7,-73,-137,27,0,0
3845,3845,0,-136,203,203,-7,-73,-137,27,0,0
3846,3846,0,-136,203,203,-7,-73,-137,27,0,0
3847,3847,0,-136,203,203,-7,-81,-64,27,0,1
3848,3848,0,-136,203,203,-7,-81,-64,27,0,0
3849,3849,0,-136,203,203,-7,-81,-64,27,0,0
3850,3850,0,-136,203,203,1,-81,-64,58,0,0
3851,3851,0,-14,-168,-168,1,-81,-64,58,1,0
3852,3852,0,-14,-168,-168,1,-54,-5,58,0,1
3853,3853,0,-14,-168,-168,1,-54,-5,58,0,0
3854,3854,0,-14,-168,-168,1,-54,-5,58,0,0
3855,3855,0,-14,-168,-168,1,-54,-5,58,0,0
3856,3856,0,-14,-168,-168,1,-5,17,58,0,1
3857,3857,0,-14,-168,-168,1,-5,17,58,0,0
3858,3858,0,-14,-168,-168,1,-5,17,58,0,0
3859,3859,0,-14,-168,-168,46,-5,17,-67,0,0
3860,3860,0,54,-162,-162,46,-5,17,-67,1,0
3861,3861,0,54,-162,-162,46,33,-5,-67,0,1
3862,3862,0,54,-162,-162,46,33,-5,-67,0,0
3863,3863,0,54,-162,-162,46,33,-5,-67,0,0
3864,3864,0,54,-162,-162,46,33,-5,-67,0,0
3865,3865,0,54,-162,-162,46,32,-62,-67,0,1
3866,3866,0,54,-162,-162,46,32,-62,-67,0,0
3867,3867,0,54,-162,-162,46,32,-62,-67,0,0
3868,3868,0,54,-162,-162,61,32,-62,-129,0,0
3869,3869,0,-249,62,62,61,32,-62,-129,1,0
3870,3870,0,-249,62,62,61,-19,-121,-129,0,1
3871,3871,0,-249,62,62,61,-19,-121,-129,0,0
3872,3872,0,-249,62,62,61,-19,-121,-129,0,0
3873,3873,0,-249,62,62,61,-19,-121,-129,0,0
3874,3874,0,-249,62,62,61,-96,-148,-129,0,1
3875,3875,0,-249,62,62,61,-96,-148,-129,0,0
3876,3876,0,-249,62,62,61,-96,-148,-129,0,0
3877,3877,0,-249,62,62,-13,-96,-148,-67,0,0
3878,3878,0,-525,-43,-43,-13,-96,-148,-67,1,0
3879,3879,0,-525,-43,-43,-13,-163,-117,-67,0,1
3880,3880,0,-525,-43,-43,-13,-163,-117,-67,0,0
3881,3881,0,-525,-43,-43,-13,-163,-117,-67,0,0
3882,3882,0,-525,-43,-43,-13,-163,-117,-67,0,0
3883,3883,0,-525,-43,-43,-13,-189,-32,-67,0,1
3884,3884,0,-525,-43,-43,-13,-189,-32,-67,0,0
3885,3885,0,-525,-43,-43,-13,-189,-32,-67,0,0
3886,3886,0,-525,-43,-43,-103,-189,-32,-2,0,0
3887,3887,0,-89,-221,-221,-103,-189,-32,-2,1,0
3888,3888,0,-89,-221,-221,-103,-173,74,-2,0,1
3889,3889,0,-89,-221,-221,-103,-173,74,-2,0,0
3890,3890,0,-89,-221,-221,-103,-173,74,-2,0,0
3891,3891,0,-89,-221,-221,-103,-173,74,-2,0,0
3892,3892,0,-89,-221,-221,-103,-134,151,-2,0,1
3893,3893,0,-89,-221,-221,-103,-134,151,-2,0,0
3894,3894,0,-89,-221,-221,-103,-134,151,-2,0,0
3895,3895,0,-89,-221,-221,-123,-134,151,-3,0,0
3896,3896,0,511,-109,-109,-123,-134,151,-3,1,0
3897,3897,0,511,-109,-109,-123,-96,162,-3,0,1
3898,3898,0,511,-109,-109,-123,-96,162,-3,0,0
3899,3899,0,511,-109,-109,-123,-96,162,-3,0,0
3900,3900,0,511,-109,-109,-123,-96,162,-3,0,0
3901,3901,0,511,-109,-109,-123,-68,102,-3,0,1
3902,3902,0,511,-109,-109,-123,-68,102,-3,0,0
3903,3903,0,511,-109,-109,-123,-68,102,-3,0,0
3904,3904,0,511,-109,-109,-69,-68,102,-37,0,0
3905,3905,0,375,-56,-56,-69,-68,102,-37,1,0
3906,3906,0,375,-56,-56,-69,-41,2,-37,0,1
3907,3907,0,375,-56,-56,-69,-41,2,-37,0,0
3908,3908,0,375,-56,-56,-69,-41,2,-37,0,0
3909,3909,0,375,-56,-56,-69,-41,2,-37,0,0
3910,3910,0,375,-56,-56,-69,-7,-84,-37,0,1
3911,3911,0,375,-56,-56,-69,-7,-84,-37,0,0
3912,3912,0,375,-56,-56,-69,-7,-84,-37,0,0
3913,3913,0,375,-56,-56,-3,-7,-84,-27,0,0
3914,3914,0,-97,-52,-52,-3,-7,-84,-27,1,0
3915,3915,0,-97,-52,-52,-3,25,-114,-27,0,1
3916,3916,0,-97,-52,-52,-3,25,-114,-27,0,0
3917,3917,0,-97,-52,-52,-3,25,-114,-27,0,0
3918,3918,0,-97,-52,-52,-3,25,-114,-27,0,0
3919,3919,0,-97,-52,-52,-3,27,-81,-27,0,1
3920,3920,0,-97,-52,-52,-3,27,-81,-27,0,0
3921,3921,0,-97,-52,-52,-3,27,-81,-27,0,0
3922,3922,0,-97,-52,-52,-3,27,-81,17,0,0
3923,3923,0,-100,275,275,-3,27,-81,17,1,0
3924,3924,0,-100,275,275,-3,-25,-16,17,0,1
3925,3925,0,-100,275,275,-3,-25,-16,17,0,0
3926,3926,0,-100,275,275,-3,-25,-16,17,0,0
3927,3927,0,-100,275,275,-3,-25,-16,17,0,0
3928,3928,0,-100,275,275,-3,-125,31,17,0,1
3929,3929,0,-100,275,275,-3,-125,31,17,0,0
3930,3930,0,-100,275,275,-3,-125,31,17,0,0
3931,3931,0,-100,275,275,-61,-125,31,-9,0,0
3932,3932,0,204,368,368,-61,-125,31,-9,1,0
3933,3933,0,204,368,368,-61,-225,28,-9,0,1
3934,3934,0,204,368,368,-61,-225,28,-9,0,0
3935,3935,0,204,368,368,-61,-225,28,-9,0,0
3936,3936,0,204,368,368,-61,-225,28,-9,0,0
3937,3937,0,204,368,368,-61,-263,-22,-9,0,1
3938,3938,0,204,368,368,-61,-263,-22,-9,0,0
3939,3939,0,204,368,368,-61,-263,-22,-9,0,0
3940,3940,0,204,368,368,-59,-263,-22,-81,0,0
3941,3941,0,235,-180,-180,-59,-263,-22,-81,1,0
3942,3942,0,235,-180,-180,-59,-198,-81,-81,0,1
3943,3943,0,235,-180,-180,-59,-198,-81,-81,0,0
3944,3944,0,235,-180,-180,-59,-198,-81,-81,0,0
3945,3945,0,235,-180,-180,-59,-198,-81,-81,0,0
3946,3946,0,235,-180,-180,-59,-45,-111,-81,0,1
3947,3947,0,235,-180,-180,-59,-45,-111,-81,0,0
3948,3948,0,235,-180,-180,-59,-45,-111,-81,0,0
3949,3949,0,235,-180,-180,37,-45,-111,-86,0,0
3950,3950,0,5,-488,-488,37,-45,-111,-86,1,0
3951,3951,0,5,-488,-488,37,133,-95,-86,0,1
3952,3952,0,5,-488,-488,37,133,-95,-86,0,0
3953,3953,0,5,-488,-488,37,133,-95,-86,0,0
3954,3954,0,5,-488,-488,37,133,-95,-86,0,0
3955,3955,0,5,-488,-488,37,256,-55,-86,0,1
3956,3956,0,5,-488,-488,37,256,-55,-86,0,0
3957,3957,0,5,-488,-488,37,256,-55,-86,0,0
3958,3958,0,5,-488,-488,81,256,-55,-48,0,0
3959,3959,0,-34,-297,-297,81,256,-55,-48,1,0
3960,3960,0,-34,-297,-297,81,271,-26,-48,0,1
3961,3961,0,-34,-297,-297,81,271,-26,-48,0,0
3962,3962,0,-34,-297,-297,81,271,-26,-48,0,0
3963,3963,0,-34,-297,-297,81,271,-26,-48,0,0
3964,3964,0,-34,-297,-297,81,188,-28,-48,0,1
3965,3965,0,-34,-297,-297,81,188,-28,-48,0,0
3966,3966,0,-34,-297,-297,81,188,-28,-48,0,0
3967,3967,0,-34,-297,-297,1,188,-28,-20,0,0
3968,3968,0,166,-365,-365,1,188,-28,-20,1,0
3969,3969,0,166,-365,-365,1,58,-41,-20,0,1
3970,3970,0,166,-365,-365,1,58,-41,-20,0,0
3971,3971,0,166,-365,-365,1,58,-41,-20,0,0
3972,3972,0,166,-365,-365,1,58,-41,-20,0,0
3973,3973,0,166,-365,-365,1,-49,-26,-20,0,1
3974,3974,0,166,-365,-365,1,-49,-26,-20,0,0
3975,3975,0,166,-365,-365,1,-49,-26,-20,0,0
3976,3976,0,166,-365,-365,-57,-49,-26,13,0,0
3977,3977,0,162,-421,-421,-57,-49,-26,13,1,0
3978,3978,0,162,-421,-421,-57,-86,40,13,0,1
3979,3979,0,162,-421,-421,-57,-86,40,13,0,0
3980,3980,0,162,-421,-421,-57,-86,40,13,0,0
3981,3981,0,162,-421,-421,-57,-86,40,13,0,0
3982,3982,0,162,-421,-421,-57,-50,138,13,0,1
3983,3983,0,162,-421,-421,-57,-50,138,13,0,0
3984,3984,0,162,-421,-421,-57,-50,138,13,0,0
3985,3985,0,162,-421,-421,-8,-50,138,-13,0,0
3986,3986,0,-63,25,25,-8,-50,138,-13,1,0
3987,3987,0,-63,25,25,-8,28,204,-13,0,1
3988,3988,0,-63,25,25,-8,28,204,-13,0,0
3989,3989,0,-63,25,25,-8,28,204,-13,0,0
3990,3990,0,-63,25,25,-8,28,204,-13,0,0
3991,3991,0,-63,25,25,-8,102,184,-13,0,1
3992,3992,0,-63,25,25,-8,102,184,-13,0,0
3993,3993,0,-63,25,25,-8,102,184,-13,0,0
3994,3994,0,-63,25,25,14,102,184,-113,0,0
3995,3995,0,-40,232,232,14,102,184,-113,1,0
3996,3996,0,-40,232,232,14,136,68,-113,0,1
3997,3997,0,-40,232,232,14,136,68,-113,0,0
3998,3998,0,-40,232,232,14,136,68,-113,0,0
3999,3999,0,-40,232,232,14,136,68,-113,0,0
4000,4000,0,-40,232,232,14,118,-90,-113,0,1
4001,4001,0,-40,232,232,14,118,-90,-113,0,0
4002,4002,0,-40,232,232,14,118,-90,-113,0,0
4003,4003,0,-40,232,232,-41,118,-90,-99,0,0
4004,4004,0,105,63,63,-41,118,-90,-99,1,0
4005,4005,0,105,63,63,-41,63,-211,-99,0,1
4006,4006,0,105,63,63,-41,63,-211,-99,0,0
4007,4007,0,105,63,63,-41,63,-211,-99,0,0
4008,4008,0,105,63,63,-41,63,-211,-99,0,0
4009,4009,0,105,63,63,-41,3,-244,-99,0,1
4010,4010,0,105,63,63,-41,3,-244,-99,0,0
4011,4011,0,105,63,63,-41,3,-244,-99,0,0
4012,4012,0,105,63,63,-48,3,-244,67,0,0
4013,4013,0,-49,258,258,-48,3,-244,67,1,0
4014,4014,0,-49,258,258,-48,-29,-202,67,0,1
4015,4015,0,-49,258,258,-48,-29,-202,67,0,0
4016,4016,0,-49,258,258,-48,-29,-202,67,0,0
4017,4017,0,-49,258,258,-48,-29,-202,67,0,0
4018,4018,0,-49,258,258,-48,-17,-149,67,0,1
4019,4019,0,-49,258,258,-48,-17,-149,67,0,0
4020,4020,0,-49,258,258,-48,-17,-149,67,0,0
4021,4021,0,-49,258,258,-13,-17,-149,136,0,0
4022,4022,0,-156,428,428,-13,-17,-149,136,1,0
4023,4023,0,-156,428,428,-13,31,-140,136,0,1
4024,4024,0,-156,428,428,-13,31,-140,136,0,0
4025,4025,0,-156,428,428,-13,31,-140,136,0,0
4026,4026,0,-156,428,428,-13,31,-140,136,0,0
4027,4027,0,-156,428,428,-13,83,-183,136,0,1
4028,4028,0,-156,428,428,-13,83,-183,136,0,0
4029,4029,0,-156,428,428,-13,83,-183,136,0,0
4030,4030,0,-156,428,428,-21,83,-183,29,0,0
4031,4031,0,68,106,106,-21,83,-183,29,1,0
4032,4032,0,68,106,106,-21,105,-226,29,0,1
4033,4033,0,68,106,106,-21,105,-226,29,0,0
4034,4034,0,68,106,106,-21,105,-226,29,0,0
4035,4035,0,68,106,106,-21,105,-226,29,0,0
4036,4036,0,68,106,106,-21,81,-211,29,0,1
4037,4037,0,68,106,106,-21,81,-211,29,0,0
4038,4038,0,68,106,106,-21,81,-211,29,0,0
4039,4039,0,68,106,106,20,81,-211,-43,0,0
4040,4040,0,46,-24,-24,20,81,-211,-43,1,0
4041,4041,0,46,-24,-24,20,23,-116,-43,0,1
4042,4042,0,46,-24,-24,20,23,-116,-43,0,0
4043,4043,0,46,-24,-24,20,23,-116,-43,0,0
4044,4044,0,46,-24,-24,20,23,-116,-43,0,0
4045,4045,0,46,-24,-24,20,-32,13,-43,0,1
4046,4046,0,46,-24,-24,20,-32,13,-43,0,0
4047,4047,0,46,-24,-24,20,-32,13,-43,0,0
