Sample in Buffer,Sample in Window,TRIGGER,design_1_i/tvalid_fir_gen_0_odata_q[15:0],design_1_i/tvalid_fir_gen_0_odata_i[15:0],user_probe_I[15:0],design_1_i/fir_compiler_2_m_axis_data_tdata[15:0],design_1_i/fir_compiler_1_m_axis_data_tdata[15:0],design_1_i/fir_compiler_0_m_axis_data_tdata[15:0],design_1_i/fir_compiler_3_m_axis_data_tdata[15:0],design_1_i/tvalid_fir_gen_0_tvalid,design_1_i/tvalid_fir_gen_1_tvalid
Radix - UNSIGNED,UNSIGNED,UNSIGNED,SIGNED,SIGNED,SIGNED,SIGNED,SIGNED,SIGNED,SIGNED,HEX,HEX
18697,18697,0,176,-94,-94,-30,-22,-60,14,0,1
18698,18698,0,176,-94,-94,-30,-22,-60,14,0,0
18699,18699,0,176,-94,-94,-30,-22,-60,14,0,0
18700,18700,0,176,-94,-94,6,-22,-60,34,0,0
18701,18701,0,329,-31,-31,6,-22,-60,34,1,0
18702,18702,0,329,-31,-31,6,-102,-97,34,0,1
18703,18703,0,329,-31,-31,6,-102,-97,34,0,0
18704,18704,0,329,-31,-31,6,-102,-97,34,0,0
18705,18705,0,329,-31,-31,6,-102,-97,34,0,0
18706,18706,0,329,-31,-31,6,-168,-120,34,0,1
18707,18707,0,329,-31,-31,6,-168,-120,34,0,0
18708,18708,0,329,-31,-31,6,-168,-120,34,0,0
18709,18709,0,329,-31,-31,35,-168,-120,107,0,0
18710,18710,0,-21,188,188,35,-168,-120,107,1,0
18711,18711,0,-21,188,188,35,-195,-134,107,0,1
18712,18712,0,-21,188,188,35,-195,-134,107,0,0
18713,18713,0,-21,188,188,35,-195,-134,107,0,0
18714,18714,0,-21,188,188,35,-195,-134,107,0,0
18715,18715,0,-21,188,188,35,-175,-145,107,0,1
18716,18716,0,-21,188,188,35,-175,-145,107,0,0
18717,18717,0,-21,188,188,35,-175,-145,107,0,0
18718,18718,0,-21,188,188,28,-175,-145,96,0,0
18719,18719,0,-270,192,192,28,-175,-145,96,1,0
18720,18720,0,-270,192,192,28,-120,-145,96,0,1
18721,18721,0,-270,192,192,28,-120,-145,96,0,0
18722,18722,0,-270,192,192,28,-120,-145,96,0,0
18723,18723,0,-270,192,192,28,-120,-145,96,0,0
18724,18724,0,-270,192,192,28,-63,-123,96,0,1
18725,18725,0,-270,192,192,28,-63,-123,96,0,0
18726,18726,0,-270,192,192,28,-63,-123,96,0,0
18727,18727,0,-270,192,192,11,-63,-123,26,0,0
18728,18728,0,-110,194,194,11,-63,-123,26,1,0
18729,18729,0,-110,194,194,11,-34,-74,26,0,1
18730,18730,0,-110,194,194,11,-34,-74,26,0,0
18731,18731,0,-110,194,194,11,-34,-74,26,0,0
18732,18732,0,-110,194,194,11,-34,-74,26,0,0
18733,18733,0,-110,194,194,11,-39,-16,26,0,1
18734,18734,0,-110,194,194,11,-39,-16,26,0,0
18735,18735,0,-110,194,194,11,-39,-16,26,0,0
18736,18736,0,-110,194,194,23,-39,-16,18,0,0
18737,18737,0,-7,293,293,23,-39,-16,18,1,0
18738,18738,0,-7,293,293,23,-57,24,18,0,1
18739,18739,0,-7,293,293,23,-57,24,18,0,0
18740,18740,0,-7,293,293,23,-57,24,18,0,0
18741,18741,0,-7,293,293,23,-57,24,18,0,0
18742,18742,0,-7,293,293,23,-50,24,18,0,1
18743,18743,0,-7,293,293,23,-50,24,18,0,0
18744,18744,0,-7,293,293,23,-50,24,18,0,0
18745,18745,0,-7,293,293,33,-50,24,47,0,0
18746,18746,0,-7,152,152,33,-50,24,47,1,0
18747,18747,0,-7,152,152,33,3,-10,47,0,1
18748,18748,0,-7,152,152,33,3,-10,47,0,0
18749,18749,0,-7,152,152,33,3,-10,47,0,0
18750,18750,0,-7,152,152,33,3,-10,47,0,0
18751,18751,0,-7,152,152,33,88,-47,47,0,1
18752,18752,0,-7,152,152,33,88,-47,47,0,0
18753,18753,0,-7,152,152,33,88,-47,47,0,0
18754,18754,0,-7,152,152,-5,88,-47,24,0,0
18755,18755,0,48,-33,-33,-5,88,-47,24,1,0
18756,18756,0,48,-33,-33,-5,157,-53,24,0,1
18757,18757,0,48,-33,-33,-5,157,-53,24,0,0
18758,18758,0,48,-33,-33,-5,157,-53,24,0,0
18759,18759,0,48,-33,-33,-5,157,-53,24,0,0
18760,18760,0,48,-33,-33,-5,165,-16,24,0,1
18761,18761,0,48,-33,-33,-5,165,-16,24,0,0
18762,18762,0,48,-33,-33,-5,165,-16,24,0,0
18763,18763,0,48,-33,-33,-49,165,-16,-51,0,0
18764,18764,0,-30,-4,-4,-49,165,-16,-51,1,0
18765,18765,0,-30,-4,-4,-49,97,45,-51,0,1
18766,18766,0,-30,-4,-4,-49,97,45,-51,0,0
18767,18767,0,-30,-4,-4,-49,97,45,-51,0,0
18768,18768,0,-30,-4,-4,-49,97,45,-51,0,0
18769,18769,0,-30,-4,-4,-49,-11,94,-51,0,1
18770,18770,0,-30,-4,-4,-49,-11,94,-51,0,0
18771,18771,0,-30,-4,-4,-49,-11,94,-51,0,0
18772,18772,0,-30,-4,-4,-67,-11,94,-98,0,0
18773,18773,0,-53,-104,-104,-67,-11,94,-98,1,0
18774,18774,0,-53,-104,-104,-67,-102,108,-98,0,1
18775,18775,0,-53,-104,-104,-67,-102,108,-98,0,0
18776,18776,0,-53,-104,-104,-67,-102,108,-98,0,0
18777,18777,0,-53,-104,-104,-67,-102,108,-98,0,0
18778,18778,0,-53,-104,-104,-67,-135,96,-98,0,1
18779,18779,0,-53,-104,-104,-67,-135,96,-98,0,0
18780,18780,0,-53,-104,-104,-67,-135,96,-98,0,0
18781,18781,0,-53,-104,-104,-73,-135,96,-60,0,0
18782,18782,0,218,-211,-211,-73,-135,96,-60,1,0
18783,18783,0,218,-211,-211,-73,-108,85,-60,0,1
18784,18784,0,218,-211,-211,-73,-108,85,-60,0,0
18785,18785,0,218,-211,-211,-73,-108,85,-60,0,0
18786,18786,0,218,-211,-211,-73,-108,85,-60,0,0
18787,18787,0,218,-211,-211,-73,-55,97,-60,0,1
18788,18788,0,218,-211,-211,-73,-55,97,-60,0,0
18789,18789,0,218,-211,-211,-73,-55,97,-60,0,0
18790,18790,0,218,-211,-211,-37,-55,97,-17,0,0
18791,18791,0,275,113,113,-37,-55,97,-17,1,0
18792,18792,0,275,113,113,-37,-15,127,-17,0,1
18793,18793,0,275,113,113,-37,-15,127,-17,0,0
18794,18794,0,275,113,113,-37,-15,127,-17,0,0
18795,18795,0,275,113,113,-37,-15,127,-17,0,0
18796,18796,0,275,113,113,-37,-4,147,-17,0,1
18797,18797,0,275,113,113,-37,-4,147,-17,0,0
18798,18798,0,275,113,113,-37,-4,147,-17,0,0
18799,18799,0,275,113,113,12,-4,147,-28,0,0
18800,18800,0,-55,339,339,12,-4,147,-28,1,0
18801,18801,0,-55,339,339,12,-7,129,-28,0,1
18802,18802,0,-55,339,339,12,-7,129,-28,0,0
18803,18803,0,-55,339,339,12,-7,129,-28,0,0
18804,18804,0,-55,339,339,12,-7,129,-28,0,0
18805,18805,0,-55,339,339,12,-4,76,-28,0,1
18806,18806,0,-55,339,339,12,-4,76,-28,0,0
18807,18807,0,-55,339,339,12,-4,76,-28,0,0
18808,18808,0,-55,339,339,-5,-4,76,2,0,0
18809,18809,0,-152,-45,-45,-5,-4,76,2,1,0
18810,18810,0,-152,-45,-45,-5,12,17,2,0,1
18811,18811,0,-152,-45,-45,-5,12,17,2,0,0
18812,18812,0,-152,-45,-45,-5,12,17,2,0,0
18813,18813,0,-152,-45,-45,-5,12,17,2,0,0
18814,18814,0,-152,-45,-45,-5,24,-17,2,0,1
18815,18815,0,-152,-45,-45,-5,24,-17,2,0,0
18816,18816,0,-152,-45,-45,-5,24,-17,2,0,0
18817,18817,0,-152,-45,-45,-27,24,-17,79,0,0
18818,18818,0,80,-424,-424,-27,24,-17,79,1,0
18819,18819,0,80,-424,-424,-27,15,-15,79,0,1
18820,18820,0,80,-424,-424,-27,15,-15,79,0,0
18821,18821,0,80,-424,-424,-27,15,-15,79,0,0
18822,18822,0,80,-424,-424,-27,15,-15,79,0,0
18823,18823,0,80,-424,-424,-27,-15,-2,79,0,1
18824,18824,0,80,-424,-424,-27,-15,-2,79,0,0
18825,18825,0,80,-424,-424,-27,-15,-2,79,0,0
18826,18826,0,80,-424,-424,22,-15,-2,49,0,0
18827,18827,0,156,-314,-314,22,-15,-2,49,1,0
18828,18828,0,156,-314,-314,22,-39,-11,49,0,1
18829,18829,0,156,-314,-314,22,-39,-11,49,0,0
18830,18830,0,156,-314,-314,22,-39,-11,49,0,0
18831,18831,0,156,-314,-314,22,-39,-11,49,0,0
18832,18832,0,156,-314,-314,22,-27,-52,49,0,1
18833,18833,0,156,-314,-314,22,-27,-52,49,0,0
18834,18834,0,156,-314,-314,22,-27,-52,49,0,0
18835,18835,0,156,-314,-314,54,-27,-52,-51,0,0
18836,18836,0,-1,-5,-5,54,-27,-52,-51,1,0
18837,18837,0,-1,-5,-5,54,32,-99,-51,0,1
18838,18838,0,-1,-5,-5,54,32,-99,-51,0,0
18839,18839,0,-1,-5,-5,54,32,-99,-51,0,0
18840,18840,0,-1,-5,-5,54,32,-99,-51,0,0
18841,18841,0,-1,-5,-5,54,109,-106,-51,0,1
18842,18842,0,-1,-5,-5,54,109,-106,-51,0,0
18843,18843,0,-1,-5,-5,54,109,-106,-51,0,0
18844,18844,0,-1,-5,-5,42,109,-106,-54,0,0
18845,18845,0,-148,174,174,42,109,-106,-54,1,0
18846,18846,0,-148,174,174,42,155,-47,-54,0,1
18847,18847,0,-148,174,174,42,155,-47,-54,0,0
18848,18848,0,-148,174,174,42,155,-47,-54,0,0
18849,18849,0,-148,174,174,42,155,-47,-54,0,0
18850,18850,0,-148,174,174,42,138,57,-54,0,1
18851,18851,0,-148,174,174,42,138,57,-54,0,0
18852,18852,0,-148,174,174,42,138,57,-54,0,0
18853,18853,0,-148,174,174,64,138,57,-8,0,0
18854,18854,0,-84,-8,-8,64,138,57,-8,1,0
18855,18855,0,-84,-8,-8,64,62,148,-8,0,1
18856,18856,0,-84,-8,-8,64,62,148,-8,0,0
18857,18857,0,-84,-8,-8,64,62,148,-8,0,0
18858,18858,0,-84,-8,-8,64,62,148,-8,0,0
18859,18859,0,-84,-8,-8,64,-28,170,-8,0,1
18860,18860,0,-84,-8,-8,64,-28,170,-8,0,0
18861,18861,0,-84,-8,-8,64,-28,170,-8,0,0
18862,18862,0,-84,-8,-8,65,-28,170,-4,0,0
18863,18863,0,164,-373,-373,65,-28,170,-4,1,0
18864,18864,0,164,-373,-373,65,-82,102,-4,0,1
18865,18865,0,164,-373,-373,65,-82,102,-4,0,0
18866,18866,0,164,-373,-373,65,-82,102,-4,0,0
18867,18867,0,164,-373,-373,65,-82,102,-4,0,0
18868,18868,0,164,-373,-373,65,-76,-23,-4,0,1
18869,18869,0,164,-373,-373,65,-76,-23,-4,0,0
18870,18870,0,164,-373,-373,65,-76,-23,-4,0,0
18871,18871,0,164,-373,-373,8,-76,-23,6,0,0
18872,18872,0,147,-231,-231,8,-76,-23,6,1,0
18873,18873,0,147,-231,-231,8,-23,-144,6,0,1
18874,18874,0,147,-231,-231,8,-23,-144,6,0,0
18875,18875,0,147,-231,-231,8,-23,-144,6,0,0
18876,18876,0,147,-231,-231,8,-23,-144,6,0,0
18877,18877,0,147,-231,-231,8,40,-212,6,0,1
18878,18878,0,147,-231,-231,8,40,-212,6,0,0
18879,18879,0,147,-231,-231,8,40,-212,6,0,0
18880,18880,0,147,-231,-231,-8,40,-212,7,0,0
18881,18881,0,-174,290,290,-8,40,-212,7,1,0
18882,18882,0,-174,290,290,-8,78,-211,7,0,1
18883,18883,0,-174,290,290,-8,78,-211,7,0,0
18884,18884,0,-174,290,290,-8,78,-211,7,0,0
18885,18885,0,-174,290,290,-8,78,-211,7,0,0
18886,18886,0,-174,290,290,-8,78,-157,7,0,1
18887,18887,0,-174,290,290,-8,78,-157,7,0,0
18888,18888,0,-174,290,290,-8,78,-157,7,0,0
18889,18889,0,-174,290,290,-5,78,-157,-20,0,0
18890,18890,0,-105,318,318,-5,78,-157,-20,1,0
18891,18891,0,-105,318,318,-5,46,-80,-20,0,1
18892,18892,0,-105,318,318,-5,46,-80,-20,0,0
18893,18893,0,-105,318,318,-5,46,-80,-20,0,0
18894,18894,0,-105,318,318,-5,46,-80,-20,0,0
18895,18895,0,-105,318,318,-5,-1,-3,-20,0,1
18896,18896,0,-105,318,318,-5,-1,-3,-20,0,0
18897,18897,0,-105,318,318,-5,-1,-3,-20,0,0
18898,18898,0,-105,318,318,-49,-1,-3,16,0,0
18899,18899,0,286,-14,-14,-49,-1,-3,16,1,0
18900,18900,0,286,-14,-14,-49,-45,58,16,0,1
18901,18901,0,286,-14,-14,-49,-45,58,16,0,0
18902,18902,0,286,-14,-14,-49,-45,58,16,0,0
18903,18903,0,286,-14,-14,-49,-45,58,16,0,0
18904,18904,0,286,-14,-14,-49,-74,87,16,0,1
18905,18905,0,286,-14,-14,-49,-74,87,16,0,0
18906,18906,0,286,-14,-14,-49,-74,87,16,0,0
18907,18907,0,286,-14,-14,-24,-74,87,78,0,0
18908,18908,0,184,-101,-101,-24,-74,87,78,1,0
18909,18909,0,184,-101,-101,-24,-75,68,78,0,1
18910,18910,0,184,-101,-101,-24,-75,68,78,0,0
18911,18911,0,184,-101,-101,-24,-75,68,78,0,0
18912,18912,0,184,-101,-101,-24,-75,68,78,0,0
18913,18913,0,184,-101,-101,-24,-42,-4,78,0,1
18914,18914,0,184,-101,-101,-24,-42,-4,78,0,0
18915,18915,0,184,-101,-101,-24,-42,-4,78,0,0
18916,18916,0,184,-101,-101,74,-42,-4,31,0,0
18917,18917,0,-87,-196,-196,74,-42,-4,31,1,0
18918,18918,0,-87,-196,-196,74,20,-105,31,0,1
18919,18919,0,-87,-196,-196,74,20,-105,31,0,0
18920,18920,0,-87,-196,-196,74,20,-105,31,0,0
18921,18921,0,-87,-196,-196,74,20,-105,31,0,0
18922,18922,0,-87,-196,-196,74,82,-187,31,0,1
18923,18923,0,-87,-196,-196,74,82,-187,31,0,0
18924,18924,0,-87,-196,-196,74,82,-187,31,0,0
18925,18925,0,-87,-196,-196,51,82,-187,-41,0,0
18926,18926,0,271,-381,-381,51,82,-187,-41,1,0
18927,18927,0,271,-381,-381,51,108,-196,-41,0,1
18928,18928,0,271,-381,-381,51,108,-196,-41,0,0
18929,18929,0,271,-381,-381,51,108,-196,-41,0,0
18930,18930,0,271,-381,-381,51,108,-196,-41,0,0
18931,18931,0,271,-381,-381,51,74,-116,-41,0,1
18932,18932,0,271,-381,-381,51,74,-116,-41,0,0
18933,18933,0,271,-381,-381,51,74,-116,-41,0,0
18934,18934,0,271,-381,-381,-72,74,-116,-11,0,0
18935,18935,0,641,-162,-162,-72,74,-116,-11,1,0
18936,18936,0,641,-162,-162,-72,-7,21,-11,0,1
18937,18937,0,641,-162,-162,-72,-7,21,-11,0,0
18938,18938,0,641,-162,-162,-72,-7,21,-11,0,0
18939,18939,0,641,-162,-162,-72,-7,21,-11,0,0
18940,18940,0,641,-162,-162,-72,-87,145,-11,0,1
18941,18941,0,641,-162,-162,-72,-87,145,-11,0,0
18942,18942,0,641,-162,-162,-72,-87,145,-11,0,0
18943,18943,0,641,-162,-162,-105,-87,145,39,0,0
18944,18944,0,242,252,252,-105,-87,145,39,1,0
18945,18945,0,242,252,252,-105,-109,196,39,0,1
18946,18946,0,242,252,252,-105,-109,196,39,0,0
18947,18947,0,242,252,252,-105,-109,196,39,0,0
18948,18948,0,242,252,252,-105,-109,196,39,0,0
18949,18949,0,242,252,252,-105,-53,159,39,0,1
18950,18950,0,242,252,252,-105,-53,159,39,0,0
18951,18951,0,242,252,252,-105,-53,159,39,0,0
18952,18952,0,242,252,252,-40,-53,159,23,0,0
18953,18953,0,-224,365,365,-40,-53,159,23,1,0
18954,18954,0,-224,365,365,-40,54,73,23,0,1
18955,18955,0,-224,365,365,-40,54,73,23,0,0
18956,18956,0,-224,365,365,-40,54,73,23,0,0
18957,18957,0,-224,365,365,-40,54,73,23,0,0
18958,18958,0,-224,365,365,-40,143,-7,23,0,1
18959,18959,0,-224,365,365,-40,143,-7,23,0,0
18960,18960,0,-224,365,365,-40,143,-7,23,0,0
18961,18961,0,-224,365,365,29,143,-7,-23,0,0
18962,18962,0,-67,288,288,29,143,-7,-23,1,0
18963,18963,0,-67,288,288,29,157,-45,-23,0,1
18964,18964,0,-67,288,288,29,157,-45,-23,0,0
18965,18965,0,-67,288,288,29,157,-45,-23,0,0
18966,18966,0,-67,288,288,29,157,-45,-23,0,0
18967,18967,0,-67,288,288,29,92,-51,-23,0,1
18968,18968,0,-67,288,288,29,92,-51,-23,0,0
18969,18969,0,-67,288,288,29,92,-51,-23,0,0
18970,18970,0,-67,288,288,34,92,-51,-38,0,0
18971,18971,0,176,76,76,34,92,-51,-38,1,0
18972,18972,0,176,76,76,34,0,-60,-38,0,1
18973,18973,0,176,76,76,34,0,-60,-38,0,0
18974,18974,0,176,76,76,34,0,-60,-38,0,0
18975,18975,0,176,76,76,34,0,-60,-38,0,0
18976,18976,0,176,76,76,34,-44,-98,-38,0,1
18977,18977,0,176,76,76,34,-44,-98,-38,0,0
18978,18978,0,176,76,76,34,-44,-98,-38,0,0
18979,18979,0,176,76,76,-53,-44,-98,10,0,0
18980,18980,0,26,-214,-214,-53,-44,-98,10,1,0
18981,18981,0,26,-214,-214,-53,8,-155,10,0,1
18982,18982,0,26,-214,-214,-53,8,-155,10,0,0
18983,18983,0,26,-214,-214,-53,8,-155,10,0,0
18984,18984,0,26,-214,-214,-53,8,-155,10,0,0
18985,18985,0,26,-214,-214,-53,136,-191,10,0,1
18986,18986,0,26,-214,-214,-53,136,-191,10,0,0
18987,18987,0,26,-214,-214,-53,136,-191,10,0,0
18988,18988,0,26,-214,-214,-98,136,-191,54,0,0
18989,18989,0,-201,-136,-136,-98,136,-191,54,1,0
18990,18990,0,-201,-136,-136,-98,266,-167,54,0,1
18991,18991,0,-201,-136,-136,-98,266,-167,54,0,0
18992,18992,0,-201,-136,-136,-98,266,-167,54,0,0
18993,18993,0,-201,-136,-136,-98,266,-167,54,0,0
18994,18994,0,-201,-136,-136,-98,321,-81,54,0,1
18995,18995,0,-201,-136,-136,-98,321,-81,54,0,0
18996,18996,0,-201,-136,-136,-98,321,-81,54,0,0
18997,18997,0,-201,-136,-136,10,321,-81,-3,0,0
18998,18998,0,-271,110,110,10,321,-81,-3,1,0
18999,18999,0,-271,110,110,10,262,32,-3,0,1
19000,19000,0,-271,110,110,10,262,32,-3,0,0
19001,19001,0,-271,110,110,10,262,32,-3,0,0
19002,19002,0,-271,110,110,10,262,32,-3,0,0
19003,19003,0,-271,110,110,10,121,126,-3,0,1
19004,19004,0,-271,110,110,10,121,126,-3,0,0
19005,19005,0,-271,110,110,10,121,126,-3,0,0
19006,19006,0,-271,110,110,98,121,126,-55,0,0
19007,19007,0,-261,-82,-82,98,121,126,-55,1,0
19008,19008,0,-261,-82,-82,98,-27,175,-55,0,1
19009,19009,0,-261,-82,-82,98,-27,175,-55,0,0
19010,19010,0,-261,-82,-82,98,-27,175,-55,0,0
19011,19011,0,-261,-82,-82,98,-27,175,-55,0,0
19012,19012,0,-261,-82,-82,98,-112,183,-55,0,1
19013,19013,0,-261,-82,-82,98,-112,183,-55,0,0
19014,19014,0,-261,-82,-82,98,-112,183,-55,0,0
19015,19015,0,-261,-82,-82,36,-112,183,27,0,0
19016,19016,0,-110,-294,-294,36,-112,183,27,1,0
19017,19017,0,-110,-294,-294,36,-105,168,27,0,1
19018,19018,0,-110,-294,-294,36,-105,168,27,0,0
19019,19019,0,-110,-294,-294,36,-105,168,27,0,0
19020,19020,0,-110,-294,-294,36,-105,168,27,0,0
19021,19021,0,-110,-294,-294,36,-34,144,27,0,1
19022,19022,0,-110,-294,-294,36,-34,144,27,0,0
19023,19023,0,-110,-294,-294,36,-34,144,27,0,0
19024,19024,0,-110,-294,-294,-23,-34,144,79,0,0
19025,19025,0,142,-74,-74,-23,-34,144,79,1,0
19026,19026,0,142,-74,-74,-23,48,103,79,0,1
19027,19027,0,142,-74,-74,-23,48,103,79,0,0
19028,19028,0,142,-74,-74,-23,48,103,79,0,0
19029,19029,0,142,-74,-74,-23,48,103,79,0,0
19030,19030,0,142,-74,-74,-23,88,38,79,0,1
19031,19031,0,142,-74,-74,-23,88,38,79,0,0
19032,19032,0,142,-74,-74,-23,88,38,79,0,0
19033,19033,0,142,-74,-74,-30,88,38,0,0,0
19034,19034,0,239,-19,-19,-30,88,38,0,1,0
19035,19035,0,239,-19,-19,-30,71,-43,0,0,1
19036,19036,0,239,-19,-19,-30,71,-43,0,0,0
19037,19037,0,239,-19,-19,-30,71,-43,0,0,0
19038,19038,0,239,-19,-19,-30,71,-43,0,0,0
19039,19039,0,239,-19,-19,-30,13,-107,0,0,1
19040,19040,0,239,-19,-19,-30,13,-107,0,0,0
19041,19041,0,239,-19,-19,-30,13,-107,0,0,0
19042,19042,0,239,-19,-19,-78,13,-107,4,0,0
19043,19043,0,240,-207,-207,-78,13,-107,4,1,0
19044,19044,0,240,-207,-207,-78,-52,-118,4,0,1
19045,19045,0,240,-207,-207,-78,-52,-118,4,0,0
19046,19046,0,240,-207,-207,-78,-52,-118,4,0,0
19047,19047,0,240,-207,-207,-78,-52,-118,4,0,0
19048,19048,0,240,-207,-207,-78,-101,-68,4,0,1
19049,19049,0,240,-207,-207,-78,-101,-68,4,0,0
19050,19050,0,240,-207,-207,-78,-101,-68,4,0,0
19051,19051,0,240,-207,-207,-84,-101,-68,133,0,0
19052,19052,0,271,-6,-6,-84,-101,-68,133,1,0
19053,19053,0,271,-6,-6,-84,-125,8,133,0,1
19054,19054,0,271,-6,-6,-84,-125,8,133,0,0
19055,19055,0,271,-6,-6,-84,-125,8,133,0,0
19056,19056,0,271,-6,-6,-84,-125,8,133,0,0
19057,19057,0,271,-6,-6,-84,-136,55,133,0,1
19058,19058,0,271,-6,-6,-84,-136,55,133,0,0
19059,19059,0,271,-6,-6,-84,-136,55,133,0,0
19060,19060,0,271,-6,-6,16,-136,55,131,0,0
19061,19061,0,50,259,259,16,-136,55,131,1,0
19062,19062,0,50,259,259,16,-138,35,131,0,1
19063,19063,0,50,259,259,16,-138,35,131,0,0
19064,19064,0,50,259,259,16,-138,35,131,0,0
19065,19065,0,50,259,259,16,-138,35,131,0,0
19066,19066,0,50,259,259,16,-131,-41,131,0,1
19067,19067,0,50,259,259,16,-131,-41,131,0,0
19068,19068,0,50,259,259,16,-131,-41,131,0,0
19069,19069,0,50,259,259,88,-131,-41,-14,0,0
19070,19070,0,-258,40,40,88,-131,-41,-14,1,0
19071,19071,0,-258,40,40,88,-105,-120,-14,0,1
19072,19072,0,-258,40,40,88,-105,-120,-14,0,0
19073,19073,0,-258,40,40,88,-105,-120,-14,0,0
19074,19074,0,-258,40,40,88,-105,-120,-14,0,0
19075,19075,0,-258,40,40,88,-55,-147,-14,0,1
19076,19076,0,-258,40,40,88,-55,-147,-14,0,0
19077,19077,0,-258,40,40,88,-55,-147,-14,0,0
19078,19078,0,-258,40,40,84,-55,-147,-53,0,0
19079,19079,0,21,-169,-169,84,-55,-147,-53,1,0
19080,19080,0,21,-169,-169,84,10,-107,-53,0,1
19081,19081,0,21,-169,-169,84,10,-107,-53,0,0
19082,19082,0,21,-169,-169,84,10,-107,-53,0,0
19083,19083,0,21,-169,-169,84,10,-107,-53,0,0
19084,19084,0,21,-169,-169,84,71,-37,-53,0,1
19085,19085,0,21,-169,-169,84,71,-37,-53,0,0
19086,19086,0,21,-169,-169,84,71,-37,-53,0,0
19087,19087,0,21,-169,-169,52,71,-37,24,0,0
19088,19088,0,463,-32,-32,52,71,-37,24,1,0
19089,19089,0,463,-32,-32,52,109,6,24,0,1
19090,19090,0,463,-32,-32,52,109,6,24,0,0
19091,19091,0,463,-32,-32,52,109,6,24,0,0
19092,19092,0,463,-32,-32,52,109,6,24,0,0
19093,19093,0,463,-32,-32,52,120,-10,24,0,1
19094,19094,0,463,-32,-32,52,120,-10,24,0,0
19095,19095,0,463,-32,-32,52,120,-10,24,0,0
19096,19096,0,463,-32,-32,-22,120,-10,35,0,0
19097,19097,0,89,109,109,-22,120,-10,35,1,0
19098,19098,0,89,109,109,-22,117,-64,35,0,1
19099,19099,0,89,109,109,-22,117,-64,35,0,0
19100,19100,0,89,109,109,-22,117,-64,35,0,0
19101,19101,0,89,109,109,-22,117,-64,35,0,0
19102,19102,0,89,109,109,-22,120,-104,35,0,1
19103,19103,0,89,109,109,-22,120,-104,35,0,0
19104,19104,0,89,109,109,-22,120,-104,35,0,0
19105,19105,0,89,109,109,-59,120,-104,-26,0,0
19106,19106,0,-496,205,205,-59,120,-104,-26,1,0
19107,19107,0,-496,205,205,-59,132,-83,-26,0,1
19108,19108,0,-496,205,205,-59,132,-83,-26,0,0
19109,19109,0,-496,205,205,-59,132,-83,-26,0,0
19110,19110,0,-496,205,205,-59,132,-83,-26,0,0
19111,19111,0,-496,205,205,-59,136,-3,-26,0,1
19112,19112,0,-496,205,205,-59,136,-3,-26,0,0
19113,19113,0,-496,205,205,-59,136,-3,-26,0,0
19114,19114,0,-496,205,205,4,136,-3,-63,0,0
19115,19115,0,-295,202,202,4,136,-3,-63,1,0
19116,19116,0,-295,202,202,4,103,87,-63,0,1
19117,19117,0,-295,202,202,4,103,87,-63,0,0
19118,19118,0,-295,202,202,4,103,87,-63,0,0
19119,19119,0,-295,202,202,4,103,87,-63,0,0
19120,19120,0,-295,202,202,4,25,130,-63,0,1
19121,19121,0,-295,202,202,4,25,130,-63,0,0
19122,19122,0,-295,202,202,4,25,130,-63,0,0
19123,19123,0,-295,202,202,18,25,130,-69,0,0
19124,19124,0,94,-152,-152,18,25,130,-69,1,0
19125,19125,0,94,-152,-152,18,-71,99,-69,0,1
19126,19126,0,94,-152,-152,18,-71,99,-69,0,0
19127,19127,0,94,-152,-152,18,-71,99,-69,0,0
19128,19128,0,94,-152,-152,18,-71,99,-69,0,0
19129,19129,0,94,-152,-152,18,-129,20,-69,0,1
19130,19130,0,94,-152,-152,18,-129,20,-69,0,0
19131,19131,0,94,-152,-152,18,-129,20,-69,0,0
19132,19132,0,94,-152,-152,-60,-129,20,-53,0,0
19133,19133,0,114,-392,-392,-60,-129,20,-53,1,0
19134,19134,0,114,-392,-392,-60,-102,-55,-53,0,1
19135,19135,0,114,-392,-392,-60,-102,-55,-53,0,0
19136,19136,0,114,-392,-392,-60,-102,-55,-53,0,0
19137,19137,0,114,-392,-392,-60,-102,-55,-53,0,0
19138,19138,0,114,-392,-392,-60,11,-85,-53,0,1
19139,19139,0,114,-392,-392,-60,11,-85,-53,0,0
19140,19140,0,114,-392,-392,-60,11,-85,-53,0,0
19141,19141,0,114,-392,-392,-54,11,-85,5,0,0
19142,19142,0,241,-51,-51,-54,11,-85,5,1,0
19143,19143,0,241,-51,-51,-54,151,-63,5,0,1
19144,19144,0,241,-51,-51,-54,151,-63,5,0,0
19145,19145,0,241,-51,-51,-54,151,-63,5,0,0
19146,19146,0,241,-51,-51,-54,151,-63,5,0,0
19147,19147,0,241,-51,-51,-54,232,-16,5,0,1
19148,19148,0,241,-51,-51,-54,232,-16,5,0,0
19149,19149,0,241,-51,-51,-54,232,-16,5,0,0
19150,19150,0,241,-51,-51,3,232,-16,55,0,0
19151,19151,0,320,232,232,3,232,-16,55,1,0
19152,19152,0,320,232,232,3,193,27,55,0,1
19153,19153,0,320,232,232,3,193,27,55,0,0
19154,19154,0,320,232,232,3,193,27,55,0,0
19155,19155,0,320,232,232,3,193,27,55,0,0
19156,19156,0,320,232,232,3,45,55,55,0,1
